Items_bought,fruit_points,vegetable_points,milk_points,rice_points
"brownonion,tomatolocal,tomatohybrid,greenchilli,carrot,gaajar,yellowbellpepper",0,47,0,0
"dasherimango,kesarmango,watermelon,blacksapota,dholkapomogranates,custardapple,sweetsoursopcustardapple,basmatirice",33,0,0,3
"dasherimango,watermelon,gigerinemelon,greensapota,dholkapomogranates,soursopcustardapple,sweetsoursopcustardapple,kamiyapapaya,poovanbanana,shimlaapple,kashmirapple,springonion,tomatolocal,tomatohybrid,redchilli,gaajar,capsicum,brocoli,cowmilk,buffalomilk,basmatirice,brownrice",52,39,13,10
"dasherimango,badmimango,watermelon,mammeysapota,redonion,tomatohybrid,cowmilk,basmatirice",20,11,6,3
"redonion,tomatolocal,greenchilli,carrot",0,19,0,0
sonamasuririce,0,0,0,3
"dasherimango,badmimango,citronmelon,gigerinemelon,rubypomogranates,capsicum",32,3,0,0
"kesarmango,watermelon,citronmelon,greensapota,muskatpomogranates,sweetsoursopcustardapple,kamiyapapaya,tomatolocal,greenchilli,redchilli,capsicum,brocoli",26,18,0,0
brownrice,0,0,0,7
"badmimango,muskatpomogranates,poovanbanana,tomatohybrid",15,8,0,0
"badmimango,watermelon,greensapota,shimlaapple,redonion,tomatolocal,greenchilli,redchilli,carrot,capsicum,brocoli,buffalomilk,tonedmilk,sonamasuririce,basmatirice",25,27,16,6
"kesarmango,watermelon,citronmelon,dholkapomogranates,muskatpomogranates",19,0,0,0
"kesarmango,watermelon,muskatpomogranates,custardapple,redonion,redchilli,carrot,capsicum,brocoli,cowmilk,sonamasuririce,basmatirice",19,17,6,6
"dasherimango,badmimango,watermelon,gigerinemelon,dholkapomogranates,rubypomogranates,custardapple,sweetsoursopcustardapple,poovanbanana,shimlaapple,tomatolocal,cherrietomato,greenchilli,gaajar,yellowbellpepper",55,35,0,0
"badmimango,watermelon,muskatpomogranates,kashmirapple,brownonion,greenchilli,carrot,capsicum,brocoli,cowmilk,sonamasuririce,basmatirice",21,20,6,6
"dasherimango,watermelon,nendranbanana,kashmirapple,brownonion,carrot,capsicum,yellowbellpepper,buffalomilk,sonamasuririce",16,24,7,3
"badmimango,watermelon,custardapple,shimlaapple,brownonion,greenchilli,carrot,capsicum,brocoli,buffalomilk,sonamasuririce",26,20,7,3
"dasherimango,watermelon,mammeysapota,kamiyapapaya,tomatolocal,carrot,yellowbellpepper,brocoli,buffalomilk,sonamasuririce",13,26,7,3
"kesarmango,badmimango,watermelon,gigerinemelon,blacksapota,rubypomogranates,basmatirice",46,0,0,3
"dasherimango,kesarmango,badmimango,brownonion,tomatolocal,cherrietomato,redchilli,capsicum,yellowbellpepper",22,36,0,0
"watermelon,muskatpomogranates,soursopcustardapple,brownonion,cherrietomato,brocoli,cowmilk,basmatirice",14,17,6,3
"badmimango,mammeysapota,dholkapomogranates,tomatolocal,tomatohybrid,carrot,cowmilk,basmatirice",12,22,6,3
"kesarmango,watermelon,springonion,carrot,brocoli,cowmilk,sonamasuririce",14,16,6,3
"watermelon,greensapota,custardapple,shimlaapple,brownonion,greenchilli,redchilli,carrot,capsicum,buffalomilk,sonamasuririce",20,19,7,3
"redonion,springonion,cherrietomato,carrot,capsicum,redbellpepper",0,33,0,0
"rubypomogranates,muskatpomogranates,shimlaapple,kashmirapple,redonion,carrot,yellowbellpepper,brocoli",24,21,0,0
"kesarmango,badmimango,citronmelon,guineagoldpapaya,kamiyapapaya,shimlaapple,brownonion,tomatohybrid,gaajar,yellowbellpepper,basmatirice",39,31,0,3
"kesarmango,watermelon,gigerinemelon,greensapota",24,0,0,0
"kesarmango,watermelon,mammeysapota,blacksapota,rubypomogranates,sweetsoursopcustardapple,nendranbanana",36,0,0,0
"dasherimango,watermelon,gigerinemelon,greensapota,muskatpomogranates,sweetsoursopcustardapple,hortusgoldpapaya,rasthalibanana,shimlaapple,brownonion,tomatolocal,cherrietomato,redchilli,carrot,redbellpepper,buffalomilk,basmatirice",40,36,7,3
"sweetsoursopcustardapple,nendranbanana,galaapple,tonedmilk",6,0,9,0
"watermelon,dholkapomogranates,sweetsoursopcustardapple,kamiyapapaya,redonion,carrot,brocoli,buffalomilk,sonamasuririce",11,12,7,3
kashmirapple,6,0,0,0
"kesarmango,watermelon,muskatpomogranates,custardapple,rasthalibanana,kashmirapple,redonion,tomatohybrid,greenchilli,redchilli,carrot,cowmilk,buffalomilk,sonamasuririce,basmatirice",32,21,13,6
"dasherimango,watermelon,blacksapota,rubypomogranates",25,0,0,0
"dasherimango,badmimango,citronmelon,greensapota,dholkapomogranates,custardapple,sweetsoursopcustardapple,kamiyapapaya,rasthalibanana,redonion,springonion,tomatolocal,cherrietomato,redchilli,redbellpepper",36,34,0,0
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,cowmilk,tonedmilk,sonamasuririce,brownrice",17,0,15,10
"dasherimango,citronmelon,rubypomogranates,guineagoldpapaya,shimlaapple,redonion,cherrietomato,capsicum,tonedmilk,sonamasuririce",32,14,9,3
"watermelon,gigerinemelon,greensapota,rubypomogranates,kashmirapple,greenchilli,redchilli,carrot,capsicum,redbellpepper,tonedmilk,basmatirice",30,19,9,3
"kesarmango,citronmelon,rubypomogranates,kamiyapapaya,carrot,sonamasuririce",23,6,0,3
"badmimango,citronmelon,custardapple,guineagoldpapaya,brownonion,greenchilli,redchilli,carrot,capsicum,redbellpepper,yellowbellpepper,brocoli,buffalomilk",24,37,7,0
"badmimango,gigerinemelon,dholkapomogranates,sweetsoursopcustardapple,nendranbanana",21,0,0,0
"dasherimango,watermelon,dholkapomogranates,custardapple,tomatolocal",14,8,0,0
"kashmirapple,brownonion,tomatohybrid,redchilli,yellowbellpepper",6,25,0,0
"dasherimango,badmimango,citronmelon,mammeysapota,dholkapomogranates,custardapple,sweetsoursopcustardapple,hortusgoldpapaya,poovanbanana,shimlaapple,kashmirapple,redonion,tomatolocal,tomatohybrid,cherrietomato,redchilli,capsicum,yellowbellpepper,cowmilk,buffalomilk,sonamasuririce,basmatirice",47,41,13,6
"kesarmango,rasthalibanana,brownonion,tomatolocal,carrot,brocoli,cowmilk",16,23,6,0
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,gaajar,capsicum,redbellpepper,yellowbellpepper,brocoli",17,29,0,0
"dasherimango,badmimango,custardapple,soursopcustardapple,hortusgoldpapaya,tomatohybrid,cherrietomato,carrot,tonedmilk,sonamasuririce",27,22,9,3
"citronmelon,mammeysapota,custardapple,redchilli,carrot,capsicum,buffalomilk,brownrice",9,11,7,7
"kesarmango,blacksapota,hortusgoldpapaya,rasthalibanana,brownonion,springonion,greenchilli,gaajar,cowmilk,sonamasuririce",25,23,6,3
"dholkapomogranates,soursopcustardapple,poovanbanana,nendranbanana,tomatolocal,cherrietomato,carrot,redbellpepper,brocoli,buffalomilk",15,31,7,0
"dasherimango,kesarmango,badmimango,watermelon,custardapple,guineagoldpapaya,hortusgoldpapaya,shimlaapple,kashmirapple,redonion,springonion,tomatolocal,tomatohybrid,greenchilli,redchilli,carrot,brocoli,buffalomilk,sonamasuririce",55,39,7,3
"blacksapota,muskatpomogranates,hortusgoldpapaya,cherrietomato,carrot,yellowbellpepper",10,23,0,0
"redonion,springonion,tomatohybrid,redchilli,gaajar,redbellpepper,brocoli,tonedmilk,sonamasuririce",0,37,9,3
"badmimango,watermelon,greensapota,muskatpomogranates,kamiyapapaya,brownonion,greenchilli,redchilli,carrot,brocoli,tonedmilk,sonamasuririce,basmatirice",20,19,9,6
"watermelon,greensapota,custardapple,kashmirapple,redonion,springonion,tomatolocal,redchilli,carrot,capsicum,tonedmilk,sonamasuririce",18,29,9,3
"dasherimango,badmimango,watermelon,mammeysapota,dholkapomogranates,hortusgoldpapaya,poovanbanana,kashmirapple,buffalomilk,basmatirice",34,0,7,3
"kesarmango,watermelon,rubypomogranates,redchilli,capsicum,redbellpepper,brocoli,cowmilk,tonedmilk,basmatirice",23,14,15,3
"kesarmango,citronmelon,blacksapota,greensapota,muskatpomogranates,sweetsoursopcustardapple,guineagoldpapaya,tomatolocal,tomatohybrid,greenchilli,capsicum,redbellpepper,brownrice",34,27,0,7
"kesarmango,watermelon,gigerinemelon,muskatpomogranates,hortusgoldpapaya,nendranbanana",25,0,0,0
"dasherimango,gigerinemelon,muskatpomogranates,sweetsoursopcustardapple,rasthalibanana,redonion,brownonion,tomatolocal,cherrietomato,greenchilli,redchilli,yellowbellpepper,tonedmilk,basmatirice",22,38,9,3
"tomatohybrid,redchilli,redbellpepper",0,16,0,0
"dasherimango,kesarmango,badmimango,citronmelon,greensapota,dholkapomogranates,muskatpomogranates,kamiyapapaya,poovanbanana,tomatolocal,redchilli,capsicum,brocoli,cowmilk,basmatirice",37,16,6,3
"dasherimango,badmimango,citronmelon,greensapota",19,0,0,0
"kesarmango,watermelon,mammeysapota,shimlaapple,brownonion,tomatolocal,greenchilli,carrot,buffalomilk,sonamasuririce",24,22,7,3
"cowmilk,buffalomilk,sonamasuririce,basmatirice",0,0,13,6
"kesarmango,watermelon,custardapple,kashmirapple,brownonion,tomatolocal,redchilli,carrot,buffalomilk,sonamasuririce",24,22,7,3
"badmimango,watermelon,muskatpomogranates,custardapple,kashmirapple,redonion,tomatolocal,greenchilli,carrot,capsicum,brocoli,buffalomilk,sonamasuririce",25,25,7,3
"dasherimango,badmimango,citronmelon,greensapota,rubypomogranates,custardapple,guineagoldpapaya,rasthalibanana,brownonion,cherrietomato,redbellpepper",47,20,0,0
"badmimango,greensapota,rubypomogranates,poovanbanana,redonion,greenchilli,carrot,yellowbellpepper,cowmilk,sonamasuririce",26,20,6,3
"muskatpomogranates,hortusgoldpapaya,shimlaapple,springonion,greenchilli,yellowbellpepper",11,18,0,0
"badmimango,watermelon,custardapple,poovanbanana,tomatohybrid,gaajar,capsicum,yellowbellpepper,brocoli,cowmilk,sonamasuririce",23,31,6,3
"dasherimango,badmimango,mammeysapota,sweetsoursopcustardapple,poovanbanana,brownonion,cherrietomato,brocoli,tonedmilk,sonamasuririce",23,17,9,3
"kesarmango,watermelon,greensapota,poovanbanana,redonion,tomatolocal,greenchilli,carrot,brocoli,cowmilk,sonamasuririce",22,22,6,3
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,cowmilk,tonedmilk,brownrice",17,0,15,7
"dasherimango,badmimango,citronmelon,greensapota,rubypomogranates,sweetsoursopcustardapple,poovanbanana,nendranbanana",37,0,0,0
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,buffalomilk,brownrice",17,0,7,7
"dasherimango,blacksapota,greensapota,dholkapomogranates,muskatpomogranates,custardapple,soursopcustardapple,guineagoldpapaya,kamiyapapaya,poovanbanana,nendranbanana,kashmirapple,brownonion,springonion,tomatohybrid,carrot,gaajar,yellowbellpepper,buffalomilk,tonedmilk,basmatirice,brownrice",50,44,16,10
"dasherimango,kesarmango,rasthalibanana,nendranbanana,redonion,brownonion,gaajar,cowmilk,basmatirice",21,17,6,3
"dasherimango,watermelon,blacksapota,rubypomogranates,brownonion,springonion,tomatohybrid,greenchilli,capsicum,redbellpepper,buffalomilk,sonamasuririce",25,32,7,3
"dasherimango,badmimango,citronmelon,mammeysapota,dholkapomogranates,custardapple,guineagoldpapaya,poovanbanana,springonion,tomatohybrid,greenchilli,capsicum,buffalomilk,brownrice",36,20,7,7
"dasherimango,kesarmango,watermelon,mammeysapota,rubypomogranates,sweetsoursopcustardapple,hortusgoldpapaya,rasthalibanana,galaapple,redonion,tomatolocal,greenchilli,redchilli,carrot,gaajar,capsicum,tonedmilk,sonamasuririce",43,32,9,3
"brownonion,redchilli,gaajar,capsicum,buffalomilk,sonamasuririce,brownrice",0,19,7,10
"dasherimango,mammeysapota,dholkapomogranates,custardapple,kamiyapapaya,brownonion,cherrietomato,gaajar,redbellpepper,cowmilk,buffalomilk,brownrice",13,28,13,7
"badmimango,watermelon,gigerinemelon,mammeysapota,blacksapota,dholkapomogranates,muskatpomogranates,soursopcustardapple,guineagoldpapaya,kamiyapapaya,shimlaapple,kashmirapple,redonion,brownonion,tomatohybrid,cherrietomato,redchilli,gaajar,redbellpepper,cowmilk,buffalomilk,tonedmilk,sonamasuririce,basmatirice,brownrice",64,41,22,13
"blacksapota,custardapple,poovanbanana,kashmirapple,redonion,tomatohybrid,greenchilli,redchilli,capsicum,brocoli,buffalomilk,sonamasuririce,basmatirice",22,21,7,6
"brownonion,tomatolocal,cherrietomato,redchilli,capsicum,yellowbellpepper",0,36,0,0
"dasherimango,gigerinemelon,dholkapomogranates,guineagoldpapaya,rasthalibanana,brownonion,tomatohybrid,capsicum,brocoli,tonedmilk,basmatirice",27,20,9,3
"kesarmango,watermelon,mammeysapota,shimlaapple,brownonion,tomatohybrid,cherrietomato,redchilli,carrot,capsicum,redbellpepper",24,39,0,0
"dasherimango,mammeysapota,muskatpomogranates,custardapple,guineagoldpapaya",19,0,0,0
"watermelon,citronmelon,mammeysapota,sweetsoursopcustardapple,hortusgoldpapaya,cowmilk,sonamasuririce",15,0,6,3
"kesarmango,citronmelon,blacksapota",19,0,0,0
"badmimango,watermelon,mammeysapota,muskatpomogranates,sweetsoursopcustardapple",20,0,0,0
"springonion,tomatohybrid,greenchilli",0,17,0,0
"kesarmango,mammeysapota,soursopcustardapple,springonion,cherrietomato,carrot,brocoli,buffalomilk,sonamasuririce",19,24,7,3
"kesarmango,watermelon,blacksapota,rubypomogranates,kamiyapapaya,brownonion,tomatolocal,carrot,yellowbellpepper",32,29,0,0
"kesarmango,citronmelon,dholkapomogranates,soursopcustardapple,kamiyapapaya,kashmirapple,redonion,springonion,tomatohybrid,redchilli,capsicum,basmatirice",29,23,0,3
"dasherimango,kesarmango,citronmelon,greensapota,soursopcustardapple,poovanbanana,kashmirapple,redonion,springonion,greenchilli,gaajar,buffalomilk,brownrice",38,20,7,7
"kesarmango,gigerinemelon,greensapota,muskatpomogranates,soursopcustardapple,hortusgoldpapaya,shimlaapple,redonion,tomatohybrid,redchilli,tonedmilk",38,13,9,0
"dasherimango,watermelon,blacksapota,custardapple,hortusgoldpapaya,nendranbanana,brownonion,tomatohybrid,redbellpepper,brocoli,basmatirice",23,23,0,3
"dasherimango,badmimango,mammeysapota,rubypomogranates,soursopcustardapple,poovanbanana,springonion,yellowbellpepper,cowmilk,brownrice",37,16,6,7
"kesarmango,gigerinemelon,blacksapota,custardapple,kamiyapapaya,brownonion,tomatohybrid,yellowbellpepper,cowmilk",29,23,6,0
"badmimango,poovanbanana,nendranbanana,brownrice",15,0,0,7
"kesarmango,gigerinemelon,soursopcustardapple,poovanbanana,cowmilk,tonedmilk,sonamasuririce",29,0,15,3
"kesarmango,watermelon,mammeysapota,rubypomogranates,soursopcustardapple,hortusgoldpapaya,poovanbanana,kashmirapple,springonion,tomatohybrid,greenchilli,redchilli,capsicum,redbellpepper",46,28,0,0
"springonion,tomatohybrid,redchilli,capsicum,yellowbellpepper,buffalomilk,basmatirice",0,29,7,3
"badmimango,citronmelon,mammeysapota,greensapota,rubypomogranates,custardapple,hortusgoldpapaya,kamiyapapaya,kashmirapple",40,0,0,0
"redonion,springonion,tomatohybrid,greenchilli,carrot,redbellpepper,yellowbellpepper",0,41,0,0
"kesarmango,gigerinemelon,greensapota,custardapple,brownonion,tomatolocal,greenchilli,carrot,redbellpepper,tonedmilk,basmatirice",23,28,9,3
"dasherimango,watermelon,greensapota,rubypomogranates,guineagoldpapaya,brownonion,cherrietomato,greenchilli,carrot,yellowbellpepper,brocoli,buffalomilk,sonamasuririce",29,34,7,3
"dasherimango,citronmelon,blacksapota,poovanbanana,rasthalibanana,brownonion,tomatohybrid,brocoli,tonedmilk,brownrice",26,17,9,7
"citronmelon,dholkapomogranates,sweetsoursopcustardapple,redonion,greenchilli,brocoli,buffalomilk,sonamasuririce",7,8,7,3
"badmimango,mammeysapota,guineagoldpapaya,shimlaapple,tomatohybrid,carrot,brocoli,tonedmilk,basmatirice",27,17,9,3
"badmimango,gigerinemelon,greensapota,custardapple,galaapple,springonion,tomatolocal,greenchilli,redchilli,capsicum,redbellpepper,buffalomilk,sonamasuririce",25,28,7,3
"watermelon,kamiyapapaya,poovanbanana,kashmirapple,brownonion,springonion,tomatohybrid,cherrietomato,greenchilli,gaajar,capsicum,redbellpepper,buffalomilk,basmatirice",18,48,7,3
"kesarmango,watermelon,custardapple,redonion,brownonion,springonion,tomatolocal,greenchilli,redchilli,carrot,capsicum,cowmilk,basmatirice",18,37,6,3
"dasherimango,badmimango,mammeysapota,greensapota,guineagoldpapaya,brownonion,tomatolocal,greenchilli,gaajar,yellowbellpepper,cowmilk,basmatirice",26,33,6,3
"dasherimango,badmimango,mammeysapota,rubypomogranates,soursopcustardapple,kashmirapple,sonamasuririce",38,0,0,3
"kesarmango,muskatpomogranates,shimlaapple,redonion,tomatohybrid,greenchilli,capsicum,brocoli,cowmilk,basmatirice",18,19,6,3
"dasherimango,badmimango,gigerinemelon,greensapota,custardapple,hortusgoldpapaya,nendranbanana",30,0,0,0
"kesarmango,citronmelon,greensapota,muskatpomogranates,sweetsoursopcustardapple,shimlaapple,tomatohybrid,greenchilli,brocoli,buffalomilk,brownrice",27,13,7,7
"dasherimango,watermelon,blacksapota,rubypomogranates,cowmilk,buffalomilk",25,0,13,0
"dasherimango,watermelon,gigerinemelon,blacksapota,dholkapomogranates",24,0,0,0
"cowmilk,buffalomilk,tonedmilk",0,0,22,0
"brownonion,tomatohybrid,carrot,redbellpepper,buffalomilk",0,26,7,0
"badmimango,citronmelon,dholkapomogranates,soursopcustardapple,poovanbanana",26,0,0,0
"dasherimango,watermelon,blacksapota,greensapota,muskatpomogranates,sweetsoursopcustardapple,poovanbanana,kashmirapple,brownonion,cherrietomato,capsicum,cowmilk,basmatirice",34,17,6,3
"kesarmango,sweetsoursopcustardapple,kamiyapapaya,brownonion,cherrietomato,capsicum,tonedmilk",14,17,9,0
"badmimango,springonion,cherrietomato,gaajar,cowmilk,sonamasuririce",9,23,6,3
"dholkapomogranates,sweetsoursopcustardapple,kashmirapple,redchilli,capsicum,yellowbellpepper,buffalomilk,sonamasuririce",10,14,7,3
"badmimango,gigerinemelon,greensapota,sweetsoursopcustardapple,rasthalibanana,brownonion,tomatolocal,cherrietomato,gaajar,capsicum,brocoli,basmatirice",29,36,0,3
"kesarmango,citronmelon,greensapota,rubypomogranates,soursopcustardapple,nendranbanana,springonion,cherrietomato,carrot,redbellpepper",33,27,0,0
"mammeysapota,dholkapomogranates,rasthalibanana,shimlaapple,tonedmilk,brownrice",18,0,9,7
"badmimango,watermelon,greensapota,rubypomogranates,shimlaapple,redonion,tomatohybrid,greenchilli,redchilli,carrot,capsicum,brocoli,cowmilk,sonamasuririce",34,27,6,3
"dasherimango,watermelon,mammeysapota,greensapota,custardapple,hortusgoldpapaya,poovanbanana",25,0,0,0
"kesarmango,badmimango,greensapota,rubypomogranates,kashmirapple,galaapple,springonion,tomatolocal,tomatohybrid,redchilli,carrot,capsicum,cowmilk,sonamasuririce",38,34,6,3
"citronmelon,gigerinemelon,mammeysapota,soursopcustardapple,guineagoldpapaya,kashmirapple,brocoli,tonedmilk",34,3,9,0
"citronmelon,mammeysapota,greensapota,muskatpomogranates,kashmirapple,tomatolocal,greenchilli,carrot",15,16,0,0
"muskatpomogranates,poovanbanana,kashmirapple,springonion,tomatolocal,cherrietomato,greenchilli,carrot,capsicum,yellowbellpepper,brocoli,cowmilk,buffalomilk",12,46,13,0
"kesarmango,watermelon,gigerinemelon,greensapota,muskatpomogranates,soursopcustardapple,guineagoldpapaya,poovanbanana,brownonion,tomatohybrid,greenchilli,brownrice",46,16,0,7
"kesarmango,gigerinemelon,greensapota,muskatpomogranates,soursopcustardapple,guineagoldpapaya,poovanbanana,brownonion,tomatolocal,cherrietomato,redchilli,capsicum,brocoli",41,30,0,0
"badmimango,watermelon,gigerinemelon,blacksapota,dholkapomogranates,custardapple,soursopcustardapple",41,0,0,0
"dasherimango,kesarmango,citronmelon,blacksapota",23,0,0,0
"dasherimango,kesarmango,citronmelon,rubypomogranates",25,0,0,0
"dasherimango,watermelon,rubypomogranates,sweetsoursopcustardapple,kamiyapapaya,galaapple,brownonion,cherrietomato,greenchilli,redchilli,carrot,gaajar,tonedmilk",25,32,9,0
"kesarmango,badmimango,gigerinemelon,greensapota,poovanbanana,rasthalibanana,galaapple,brocoli",42,3,0,0
"kesarmango,watermelon,citronmelon,gigerinemelon,dholkapomogranates,brownonion,tomatolocal,cherrietomato,carrot,yellowbellpepper,buffalomilk,basmatirice",25,37,7,3
"badmimango,mammeysapota,galaapple,tomatohybrid,redchilli,gaajar,yellowbellpepper,cowmilk,buffalomilk",13,27,13,0
"dasherimango,badmimango,gigerinemelon,dholkapomogranates,rubypomogranates,sweetsoursopcustardapple,kamiyapapaya,kashmirapple,brownonion,cherrietomato,redbellpepper,buffalomilk,basmatirice",41,20,7,3
"dasherimango,watermelon,rubypomogranates,custardapple,shimlaapple,kashmirapple,redonion,springonion,tomatolocal,cherrietomato,greenchilli,redchilli,carrot,capsicum,redbellpepper,yellowbellpepper,brocoli,buffalomilk,sonamasuririce",36,57,7,3
